OrderID,Region,Product,SalesRep,Units,UnitPrice,TotalSales,Discount(%),Profit,OrderDate
1346,East,Laptop,Hamza,18,827,14886,15,4796.302391627549,2024-08-25
1347,West,Mouse,John,1,1738,1738,10,216.34746412127313,2020-09-14
1348,East,Laptop,Ali,40,1251,50040,5,18929.758208050225,2023-05-06
1349,North,Printer,John,26,1239,32214,20,4684.936961569638,2024-12-28
1350,South,Smartphone,Sophia,8,1295,10360,0,1582.9215980542635,2024-11-10
1351,South,Mouse,David,41,972,39852,0,7100.134801702209,2024-03-31
1352,West,Monitor,David,48,1307,62736,5,13048.39298410668,2021-09-10
1353,North,Monitor,Sophia,37,1788,66156,15,12129.946546011528,2020-02-28
1354,West,Laptop,Ali,1,336,336,15,81.98678052067926,2024-11-06
1355,West,Printer,John,23,1847,42481,20,12439.60548387589,2020-09-04
1356,North,Smartphone,Hamza,8,1104,8832,10,2034.9539682244845,2023-05-06
1357,South,Keyboard,John,38,377,14326,20,2473.891811580204,2021-07-13
1358,West,Mouse,Sara,16,586,9376,15,2457.7932395538114,2020-04-30
1359,South,Tablet,Ali,50,1608,80400,5,29798.56142935651,2023-03-05
1360,East,Monitor,David,43,1154,49622,5,14574.081009232577,2020-10-23
1361,North,Smartphone,Sophia,49,1477,72373,15,17086.44843939697,2020-02-05
1362,East,Smartphone,Hamza,34,1092,37128,10,3515.3590404135684,2022-12-05
1363,West,Mouse,Sara,39,946,36894,15,10313.891469379936,2021-12-08
1364,East,Laptop,Sara,48,1255,60240,5,22583.49200723434,2020-12-24
1365,West,Laptop,David,43,574,24682,15,3963.067492343452,2020-03-26
1366,North,Tablet,Sophia,22,183,4026,15,1355.4046305506022,2023-01-04
1367,South,Printer,David,35,533,18655,20,3654.1210575019354,2021-10-16
1368,West,Smartphone,Emma,14,1930,27020,0,3016.2810474072876,2024-01-29
1369,East,Keyboard,Ali,28,1549,43372,10,11601.10156459688,2023-11-26
1370,South,Keyboard,Ali,22,1212,26664,15,7466.092071554684,2020-07-11
1371,East,Keyboard,John,13,994,12922,10,4637.056557793279,2020-06-30
1372,West,Laptop,Sophia,35,1613,56455,20,6873.846829325987,2023-01-25
1373,North,Printer,David,20,1083,21660,0,8125.239967792836,2024-04-24
1374,East,Tablet,Emma,4,1430,5720,15,1884.2461315319415,2024-06-02
1375,West,Printer,Emma,44,1904,83776,0,17558.32521805931,2024-07-05
1376,South,Monitor,David,10,983,9830,0,3684.2313017265187,2024-01-10
1377,South,Laptop,Emma,34,650,22100,5,5440.148487716438,2020-10-04
1378,North,Tablet,John,14,1101,15414,10,3892.5009256288045,2023-07-10
1379,West,Mouse,Sophia,12,872,10464,15,1730.010821631257,2022-04-09
1380,North,Tablet,Sara,27,1046,28242,10,5200.096621458607,2020-10-16
1381,East,Mouse,David,45,477,21465,15,5906.346297189792,2024-03-23
1382,East,Smartphone,Emma,5,251,1255,15,161.8054067973054,2024-09-26
1383,East,Tablet,Ali,33,1166,38478,15,4606.531899768809,2023-08-08
1384,East,Keyboard,Emma,32,1191,38112,5,10693.779299065669,2023-11-04
1385,South,Keyboard,Hamza,12,183,2196,10,287.7543465495724,2021-08-11
1386,East,Keyboard,Sophia,8,1649,13192,10,3084.73970785373,2023-07-24
1387,North,Monitor,Emma,2,339,678,5,169.37030906910482,2020-05-04
1388,South,Tablet,John,6,1805,10830,15,2794.8950842048976,2021-08-06
1389,East,Tablet,Sophia,6,1766,10596,20,1491.6414238586754,2020-06-13
1390,West,Smartphone,David,27,1090,29430,5,8711.50982177397,2023-11-01
1391,East,Keyboard,Sophia,38,1322,50236,10,10203.188241641003,2021-05-24
1392,North,Monitor,John,5,1057,5285,15,710.0368352375679,2020-10-21
1393,North,Tablet,Hamza,6,993,5958,5,650.7712643668277,2022-01-16
1394,East,Mouse,Hamza,33,990,32670,0,9850.074082007548,2020-12-14
1395,South,Mouse,Ali,39,475,18525,15,4382.9782046276805,2023-05-15
1396,West,Keyboard,Emma,29,811,23519,20,2765.101315100999,2024-02-03
1397,South,Monitor,Hamza,3,1866,5598,20,1599.0362181019962,2024-12-18
1398,South,Tablet,Sara,33,1862,61446,20,16461.534693383983,2022-01-06
1399,East,Tablet,Hamza,17,1838,31246,0,10899.865353755544,2021-11-26
1400,North,Monitor,Emma,2,568,1136,15,345.6520834886536,2020-02-27
1401,East,Keyboard,David,17,510,8670,15,2769.3404629493602,2020-01-08
1402,West,Tablet,Emma,16,1338,21408,10,2159.2374725662457,2020-02-26
1403,West,Keyboard,Ali,16,1027,16432,10,5109.718555580079,2022-08-15
1404,West,Smartphone,Sophia,33,286,9438,0,3538.748346996431,2022-05-28
1405,West,Mouse,Sophia,28,945,26460,5,3493.832195678679,2020-04-22
1406,South,Laptop,David,27,389,10503,0,1156.9677609737528,2023-11-19
1407,North,Smartphone,Sara,46,1846,84916,0,17463.53470212954,2020-06-15
1408,East,Tablet,Emma,34,1288,43792,0,5693.134048206146,2023-05-06
1409,West,Laptop,Ali,43,579,24897,10,8798.644786714243,2021-04-27
1410,North,Tablet,Sara,47,196,9212,0,1480.7515474119684,2022-01-04
1411,West,Laptop,Hamza,35,206,7210,10,1526.662894668096,2022-03-08
1412,West,Tablet,Ali,26,884,22984,0,4601.944393875719,2021-06-15
1413,South,Smartphone,Ali,20,1452,29040,20,3444.6644152311724,2023-11-22
1414,South,Keyboard,David,47,1290,60630,10,13022.903970893592,2020-06-18
1415,South,Monitor,Hamza,21,847,17787,10,6038.219108858467,2024-04-13
1416,North,Printer,Sophia,49,453,22197,0,6689.548421016199,2024-10-06
1417,North,Smartphone,Emma,12,1354,16248,10,3295.3846004323964,2020-09-12
1418,North,Tablet,Ali,31,1102,34162,20,9916.401160870792,2023-08-24
1419,West,Tablet,Hamza,47,1298,61006,10,5621.269323117375,2022-09-16
1420,North,Printer,Ali,25,154,3850,0,1278.3029309032272,2021-12-01
1421,North,Smartphone,Ali,1,1428,1428,10,265.3467202756417,2021-06-14
1422,South,Tablet,Hamza,45,1320,59400,15,19608.52272325226,2024-10-02
1423,East,Tablet,Emma,27,1603,43281,5,11751.118301198569,2022-11-25
1424,South,Smartphone,John,9,1616,14544,10,5184.723378859706,2020-06-27
1425,North,Keyboard,Ali,40,364,14560,5,2015.6795817257591,2021-08-16
1426,East,Tablet,Sara,32,1914,61248,5,11250.718483908637,2020-04-30
1427,East,Keyboard,John,17,840,14280,5,4096.416799161391,2023-10-29
1428,East,Monitor,Sara,48,1475,70800,15,14139.761697107973,2023-04-12
1429,North,Keyboard,David,13,976,12688,5,2748.4556033309755,2023-06-26
1430,South,Mouse,Ali,13,1081,14053,5,3927.3614347588614,2022-04-20
1431,West,Printer,Emma,21,819,17199,5,3244.566958691981,2022-06-29
1432,West,Tablet,Sara,33,708,23364,10,3101.1619702015146,2020-11-12
1433,West,Smartphone,John,37,1996,73852,15,17130.681693963026,2022-12-08
1434,East,Tablet,John,15,1003,15045,0,2205.799564356559,2021-09-19
1435,North,Laptop,Hamza,34,1225,41650,10,14676.831921383982,2022-07-14
1436,South,Mouse,Sophia,34,1900,64600,15,10312.634469928063,2020-10-08
1437,West,Tablet,John,1,1433,1433,15,186.5748553146323,2023-09-02
1438,North,Smartphone,David,39,1113,43407,0,12033.565330503261,2021-03-13
1439,South,Laptop,David,29,1666,48314,10,15961.601622251088,2023-06-08
1440,East,Smartphone,Hamza,14,650,9100,5,3075.4401074716693,2021-02-20
1441,North,Smartphone,Ali,2,1875,3750,15,947.9397199403396,2020-09-25
1442,East,Tablet,John,5,1695,8475,20,1683.0424425620106,2024-04-27
1443,East,Mouse,Hamza,26,576,14976,10,2496.6732466571134,2023-09-18
1444,West,Laptop,Sara,14,1625,22750,0,7536.125903716568,2023-07-28
1445,East,Monitor,David,42,949,39858,15,3580.919652417117,2024-08-28
1446,South,Tablet,Ali,11,114,1254,15,267.1727893832832,2021-09-21
1447,West,Laptop,Ali,4,514,2056,20,541.7122618094219,2022-06-01
1448,East,Tablet,John,11,1947,21417,5,5878.155357718726,2022-04-28
1449,North,Tablet,Ali,9,664,5976,10,738.3204021912986,2023-12-15
1450,North,Mouse,Emma,23,226,5198,10,1490.490508903917,2024-12-11
1451,East,Printer,Emma,30,875,26250,0,2642.8363995562736,2023-03-16
1452,West,Printer,Hamza,16,143,2288,20,350.9356934580936,2021-02-28
1453,North,Printer,Emma,16,463,7408,10,1872.9470184764068,2020-03-12
1454,East,Tablet,Ali,9,130,1170,0,268.85059582800204,2021-03-06
1455,North,Smartphone,Emma,44,269,11836,10,1689.2146279520564,2020-06-13
1456,North,Printer,David,16,1909,30544,20,3874.093509715523,2022-07-16
1457,North,Smartphone,Sophia,21,322,6762,15,1150.8907381010624,2020-05-09
1458,West,Monitor,Hamza,3,298,894,5,286.8503792314468,2022-01-30
1459,North,Mouse,Ali,20,172,3440,20,515.2283859430964,2021-12-07
1460,South,Keyboard,Hamza,37,1654,61198,5,18992.349520513177,2021-12-12
1461,East,Keyboard,David,30,230,6900,0,813.4238834649636,2021-03-19
1462,South,Keyboard,John,21,1511,31731,10,5910.446794764056,2023-04-27
1463,South,Smartphone,Sara,25,1399,34975,0,12473.74385717101,2023-07-24
1464,South,Smartphone,Hamza,38,1022,38836,15,9877.16930102937,2024-09-23
1465,South,Smartphone,Sara,43,1620,69660,20,19113.202830177233,2020-03-13
1466,East,Printer,Emma,13,218,2834,15,503.69849506833356,2022-04-06
1467,South,Tablet,Emma,37,236,8732,20,2033.32966590372,2021-06-26
1468,East,Smartphone,Sara,38,1072,40736,10,8457.573672040344,2023-12-11
1469,West,Laptop,Sara,11,198,2178,10,433.7320763246724,2024-05-24
1470,South,Printer,Sophia,6,370,2220,0,854.5702312572854,2021-02-08
1471,West,Keyboard,Sophia,34,714,24276,5,8248.282269687455,2021-03-02
1472,East,Keyboard,Sophia,3,506,1518,15,311.19100282856454,2021-08-28
1473,North,Monitor,John,27,965,26055,5,5520.467455889017,2021-11-25
1474,West,Monitor,Sophia,32,766,24512,15,8018.316455589491,2023-11-03
1475,West,Monitor,Sara,22,524,11528,0,4234.992268996621,2020-12-06
1476,West,Mouse,Sara,12,1397,16764,20,1940.1423650667577,2021-04-01
1477,East,Mouse,Hamza,4,1877,7508,5,1999.7312100356644,2024-06-23
1478,North,Printer,Sara,18,1962,35316,20,6417.952707794633,2020-05-31
1479,North,Printer,Sophia,17,1624,27608,10,8590.679343013408,2020-06-02
1480,North,Monitor,Hamza,26,872,22672,20,3781.1413268646807,2020-12-01
1481,East,Laptop,John,23,1330,30590,0,7496.733761210977,2021-02-09
1482,South,Printer,Emma,3,1698,5094,20,557.8164845461091,2021-07-09
1483,North,Laptop,Ali,31,824,25544,10,5483.119577095261,2024-11-11
1484,East,Monitor,Emma,40,889,35560,5,5991.130433337123,2023-01-09
1485,South,Mouse,Sara,47,1374,64578,5,16730.88251660974,2024-08-11
1486,West,Keyboard,Sara,39,847,33033,20,6699.828520069284,2024-03-29
1487,South,Laptop,Sophia,3,1639,4917,5,504.2073397589175,2023-01-30
1488,West,Mouse,David,30,1627,48810,15,7009.256061360985,2022-01-18
1489,South,Printer,Emma,3,491,1473,0,309.7847933921245,2023-04-11
1490,East,Mouse,Sara,41,666,27306,20,5540.038655175915,2022-10-04
1491,East,Smartphone,David,34,1486,50524,5,8067.038103801996,2020-07-12
1492,East,Keyboard,Sara,36,404,14544,10,2877.272221023774,2023-02-06
1493,North,Mouse,David,9,613,5517,10,686.4898018289274,2022-03-06
1494,North,Printer,Sara,19,220,4180,15,841.4187870135233,2022-06-27
1495,North,Monitor,Sophia,33,170,5610,20,1168.3445960189454,2022-09-05
1496,North,Tablet,Hamza,8,1324,10592,15,2187.2106392388973,2023-03-16
1497,East,Smartphone,Hamza,14,1771,24794,15,4205.809074160215,2022-09-12
1498,East,Smartphone,David,21,857,17997,5,2902.811255976529,2021-01-16
1499,West,Keyboard,Ali,3,1738,5214,5,1622.6027547205242,2021-02-02
1500,South,Printer,Ali,26,1497,38922,10,10698.83271551154,2022-06-18
1501,North,Printer,Sara,37,785,29045,0,5948.919210995666,2020-09-28
1502,South,Mouse,Emma,24,1674,40176,5,12583.868912565338,2022-08-08
1503,East,Mouse,Sara,31,435,13485,20,3219.8163757034686,2021-02-03
1504,West,Mouse,John,35,372,13020,20,3747.5744607761676,2023-09-29
1505,West,Keyboard,Sophia,35,131,4585,10,504.86102433374907,2021-11-15
1506,East,Tablet,Hamza,14,719,10066,10,3466.8574212065027,2021-12-30
1507,West,Laptop,Sara,46,609,28014,10,5552.79841275335,2024-07-02
1508,South,Laptop,Emma,28,200,5600,0,637.2156639768823,2021-04-01
1509,West,Smartphone,Sara,4,345,1380,10,387.5848232750345,2023-01-07
1510,West,Monitor,John,41,934,38294,20,9260.486727195637,2022-05-20
1511,South,Monitor,Sara,42,1636,68712,5,22915.28851022245,2022-05-12
1512,West,Laptop,Ali,34,949,32266,5,5264.939066861692,2024-06-06
1513,East,Laptop,John,48,935,44880,5,6376.9482903301505,2024-07-26
1514,East,Smartphone,Emma,6,1953,11718,10,3967.9016282792227,2022-07-20
1515,West,Keyboard,David,8,1503,12024,15,2930.797871222771,2022-02-16
1516,East,Mouse,Emma,36,402,14472,5,2004.9208409601915,2024-02-11
1517,West,Mouse,David,11,1539,16929,10,4310.124528113525,2020-04-23
1518,East,Monitor,David,19,1211,23009,5,8453.441104438993,2021-04-22
1519,North,Printer,David,29,286,8294,5,1703.5441486199236,2022-07-12
1520,East,Laptop,John,16,1876,30016,5,10994.610105537662,2023-02-26
1521,West,Laptop,Emma,8,856,6848,0,1588.4868492178307,2021-11-08
1522,West,Laptop,Sara,43,1089,46827,15,4554.195285835257,2023-12-29
1523,South,Mouse,Sophia,33,685,22605,0,2340.7324596330654,2020-09-03
1524,North,Tablet,Sara,7,842,5894,0,1242.4640541686624,2023-12-31
1525,West,Tablet,Sara,5,1196,5980,15,1250.4437420621844,2023-09-24
1526,South,Smartphone,Emma,17,1588,26996,20,2627.6794117486315,2022-12-11
1527,North,Smartphone,John,45,506,22770,0,6825.405333156584,2024-01-02
1528,East,Keyboard,Ali,47,344,16168,20,5068.134545776875,2022-06-19
1529,West,Smartphone,Sara,49,1120,54880,10,12749.487958233045,2024-02-03
1530,West,Keyboard,Sophia,6,1968,11808,15,2567.7736804324336,2023-03-28
1531,East,Smartphone,Hamza,3,1197,3591,15,316.4423190643086,2023-02-03
1532,East,Tablet,Emma,25,1434,35850,15,12082.921827238823,2020-11-26
1533,North,Smartphone,John,35,790,27650,15,7871.962176365346,2022-03-31
1534,West,Printer,Hamza,12,331,3972,5,646.6488352536999,2020-04-03
1535,South,Smartphone,David,26,824,21424,15,7215.26332485392,2024-01-12
1536,West,Mouse,David,15,122,1830,5,233.23663776741844,2022-11-11
1537,West,Printer,Emma,47,1733,81451,15,13550.251642599747,2021-04-14
1538,West,Mouse,David,13,382,4966,20,1372.6623626783332,2020-02-12
1539,West,Tablet,Ali,48,1910,91680,0,34387.29654577048,2020-04-20
1540,South,Smartphone,Hamza,25,228,5700,15,596.7849004351972,2020-07-19
1541,East,Smartphone,Ali,25,1671,41775,0,14404.118459818601,2024-10-16
1542,West,Printer,Hamza,35,299,10465,10,1614.6763143613043,2022-12-11
1543,East,Printer,David,34,1944,66096,0,10812.843719103608,2024-11-09
1544,West,Monitor,David,32,1068,34176,15,3435.2606849900617,2022-09-22
1545,West,Laptop,Sara,31,143,4433,15,821.1790974697255,2022-05-02
1546,West,Smartphone,Ali,19,1324,25156,15,6430.606461644627,2021-09-15
1547,East,Laptop,Sara,37,1274,47138,0,5195.178490559678,2020-01-04
1548,South,Laptop,Hamza,2,298,596,0,219.08817332450593,2020-01-12
1549,East,Printer,John,33,207,6831,20,1446.527238240844,2024-08-14
1550,West,Tablet,Ali,40,132,5280,10,1040.6899112336666,2022-02-24
1551,South,Mouse,Ali,38,1078,40964,10,4769.290544310526,2023-08-14
1552,North,Smartphone,David,32,1667,53344,15,13999.471380855159,2023-09-07
1553,West,Tablet,David,30,1297,38910,15,5907.844602963642,2021-06-26
1554,East,Tablet,John,9,1016,9144,10,1818.0984220627565,2023-05-18
1555,South,Keyboard,Hamza,37,1819,67303,0,13006.068554722393,2021-05-28
1556,North,Keyboard,David,23,1842,42366,0,7925.363021932561,2021-12-14
1557,North,Mouse,John,10,1720,17200,15,4776.924315726344,2022-10-22
1558,East,Keyboard,Sophia,23,1825,41975,5,14348.832994348995,2022-03-13
1559,North,Monitor,Ali,3,1171,3513,15,413.75897307412635,2024-04-15
1560,East,Mouse,Sophia,34,1711,58174,20,7997.5939378453195,2023-10-07
1561,West,Monitor,Hamza,40,343,13720,20,1842.1905471202729,2023-01-01
1562,East,Tablet,John,48,597,28656,0,5861.148624638275,2024-10-09
1563,East,Printer,John,4,917,3668,20,904.7240764589695,2022-09-06
1564,West,Printer,Sara,11,1178,12958,10,1323.676639228056,2020-08-06
1565,East,Keyboard,John,36,1305,46980,5,7371.654732420865,2021-04-21
1566,East,Smartphone,Hamza,4,1567,6268,15,1817.1642362862806,2024-03-23
1567,West,Printer,David,47,1827,85869,0,9142.270794815022,2021-06-24
1568,North,Printer,Ali,4,304,1216,0,334.65416959031916,2023-12-09
1569,West,Tablet,Hamza,11,631,6941,10,1827.9087142751102,2023-11-11
1570,North,Printer,Hamza,22,243,5346,15,1007.943670053152,2023-06-10
1571,East,Keyboard,Sara,33,755,24915,10,5191.171991883105,2020-12-06
1572,East,Keyboard,Hamza,3,1591,4773,10,1574.8598158447817,2022-01-29
1573,West,Keyboard,Sophia,25,1408,35200,20,7260.184792362252,2023-05-10
1574,East,Smartphone,Emma,50,266,13300,10,1385.5925911401368,2023-06-13
1575,East,Laptop,Hamza,11,1467,16137,0,2335.022716590593,2022-06-03
1576,East,Printer,David,17,1487,25279,5,8080.387918277678,2020-12-30
1577,East,Monitor,John,12,900,10800,0,2137.7578945039777,2022-03-01
1578,East,Mouse,Sara,19,922,17518,5,2017.1556884294055,2022-11-16
1579,East,Printer,Ali,21,315,6615,20,795.7625211030742,2021-03-06
1580,West,Mouse,David,37,578,21386,0,6816.097530476909,2024-08-01
1581,East,Keyboard,John,14,320,4480,10,437.11644034237133,2021-10-11
1582,West,Smartphone,David,43,512,22016,0,8504.530998180058,2023-05-19
1583,West,Mouse,Emma,38,287,10906,0,3809.391606696206,2022-08-23
1584,East,Monitor,Ali,23,1152,26496,10,2684.8920168963277,2022-07-08
1585,East,Mouse,Emma,9,1062,9558,0,3097.704708101238,2024-04-08
1586,North,Tablet,Sophia,27,717,19359,5,5148.863134119199,2022-08-06
1587,East,Printer,Ali,18,1238,22284,10,6038.29135085652,2020-09-10
1588,South,Tablet,Ali,3,1700,5100,5,1215.0890425704858,2020-12-11
1589,North,Laptop,Sara,34,1069,36346,5,11172.74887574327,2020-04-12
1590,East,Monitor,Sophia,25,1659,41475,10,7827.150322269482,2023-12-16
1591,North,Monitor,David,28,642,17976,10,2916.837503181874,2024-04-07
1592,West,Keyboard,John,35,702,24570,20,6719.510391787422,2024-10-28
1593,South,Monitor,Hamza,31,1668,51708,20,16322.365348378888,2020-09-14
1594,West,Keyboard,Sara,21,1837,38577,10,6392.370931854089,2021-02-17
1595,West,Printer,Ali,4,1955,7820,20,2429.2803292811404,2024-04-19
1596,East,Smartphone,Ali,15,1379,20685,20,2927.7110529492297,2023-12-03
1597,East,Keyboard,Emma,8,644,5152,20,536.4368269463074,2020-12-25
1598,East,Laptop,David,19,539,10241,15,2356.2419533215934,2020-04-25
1599,South,Smartphone,David,28,1189,33292,5,4237.969464327689,2023-08-26
1600,East,Laptop,Sara,48,729,34992,10,3410.740309112711,2024-06-22
1601,South,Smartphone,David,35,586,20510,10,4986.770914733364,2020-02-04
1602,North,Printer,Hamza,47,872,40984,10,9913.062678852835,2020-11-03
1603,East,Smartphone,David,34,503,17102,0,5087.202504401778,2024-07-18
1604,South,Monitor,Ali,7,1145,8015,20,1626.3025436831238,2024-05-27
1605,East,Smartphone,Sophia,46,1276,58696,15,17884.63352450822,2021-03-16
1606,South,Laptop,Hamza,10,388,3880,15,577.1217432647313,2023-05-31
1607,East,Monitor,John,31,1654,51274,10,12617.777053673906,2023-10-24
1608,South,Printer,Sara,19,1080,20520,20,1775.6619643875706,2020-06-22
1609,West,Mouse,Emma,9,1020,9180,10,1169.9354909000235,2021-08-07
1610,South,Tablet,Sara,37,1327,49099,10,8031.229065031282,2020-10-03
1611,South,Laptop,David,32,408,13056,5,1569.1685006404198,2023-11-30
1612,East,Monitor,Ali,7,216,1512,0,229.19286575113873,2024-04-24
1613,East,Mouse,David,13,1179,15327,10,2019.5859279664298,2023-02-28
1614,North,Tablet,Sara,30,767,23010,0,3423.519950309034,2021-08-30
1615,East,Printer,David,4,1900,7600,15,1818.676295479939,2023-07-11
1616,North,Tablet,Hamza,15,248,3720,20,441.7892736527996,2021-06-27
1617,South,Mouse,David,11,1097,12067,0,1380.8501745517724,2022-10-18
1618,East,Mouse,Sophia,16,619,9904,0,3526.556841192081,2020-08-26
1619,East,Monitor,Hamza,17,1167,19839,20,4418.43721719446,2021-06-23
1620,West,Monitor,John,18,1416,25488,15,7767.126199709677,2024-06-28
1621,South,Smartphone,Hamza,2,1695,3390,5,831.2611329726524,2023-12-11
1622,South,Printer,Hamza,30,1219,36570,20,5983.6420903018,2023-07-19
1623,North,Tablet,David,26,1751,45526,0,10949.02817551049,2022-04-01
1624,North,Laptop,John,27,1317,35559,5,10754.439892323622,2024-09-11
1625,West,Monitor,Hamza,49,272,13328,0,3716.426809802847,2023-02-05
1626,North,Printer,John,4,942,3768,10,552.7461517903814,2023-10-13
1627,South,Mouse,John,18,121,2178,0,812.4707676089654,2024-09-22
1628,West,Laptop,Sara,26,231,6006,20,645.9476000163575,2024-10-09
1629,North,Keyboard,Ali,36,1619,58284,10,16537.719895060618,2021-12-01
1630,West,Tablet,Sara,41,174,7134,10,1455.4227934457317,2023-12-05
1631,South,Monitor,Emma,17,1714,29138,10,9900.052394636437,2021-07-22
1632,East,Laptop,Ali,26,552,14352,10,1651.535416236365,2022-08-02
1633,North,Keyboard,John,14,1823,25522,5,3593.7239259181397,2022-12-03
1634,South,Smartphone,Ali,6,567,3402,20,493.1064300573469,2020-11-26
1635,East,Smartphone,Hamza,46,1998,91908,10,14613.703327645262,2022-07-23
1636,East,Printer,John,45,1783,80235,0,30471.721330243974,2020-07-09
1637,East,Keyboard,Ali,20,149,2980,20,843.3603394115881,2021-05-27
1638,West,Laptop,Hamza,3,100,300,10,52.257486290554205,2021-12-15
1639,East,Keyboard,Sophia,31,763,23653,0,2473.680637249518,2022-07-12
1640,East,Mouse,Sara,8,1661,13288,15,4480.051181579837,2023-01-12
1641,East,Laptop,Hamza,43,124,5332,5,1599.6399127580019,2024-12-10
1642,North,Smartphone,David,12,891,10692,15,935.3648109726221,2020-12-30
1643,East,Mouse,Sara,38,318,12084,15,3754.2564018899475,2024-02-13
1644,North,Mouse,Sophia,30,538,16140,0,1869.8851172347938,2024-12-27
1645,North,Keyboard,Sara,44,1664,73216,10,8159.981875319099,2024-10-02
1646,South,Mouse,John,46,1878,86388,20,15861.728583643971,2024-11-19
1647,East,Monitor,Ali,38,420,15960,10,2062.1624300988497,2022-05-09
1648,South,Smartphone,Emma,43,1529,65747,15,9689.876960658494,2023-08-12
1649,East,Laptop,Sara,18,458,8244,20,2428.310807573924,2022-11-12
1650,South,Monitor,Ali,18,633,11394,5,4131.926680338609,2022-01-18
1651,South,Smartphone,Sara,33,1127,37191,0,5791.482448406325,2023-09-10
1652,North,Monitor,Ali,12,348,4176,10,837.3239445010076,2021-07-16
1653,South,Monitor,Emma,30,1780,53400,20,5755.090109629451,2023-06-12
1654,North,Smartphone,John,17,1734,29478,5,5163.097067169079,2021-06-08
1655,West,Monitor,Emma,23,814,18722,0,7311.416908091223,2024-02-18
1656,West,Smartphone,Hamza,40,191,7640,5,2363.7867899599937,2020-03-15
1657,South,Printer,Sophia,35,751,26285,10,7554.068723729558,2021-05-23
1658,South,Monitor,Emma,20,858,17160,10,2333.8183385837206,2024-12-17
1659,East,Printer,David,26,1485,38610,20,8435.477549315046,2020-11-05
1660,West,Laptop,Sophia,7,1308,9156,20,2780.2248222168632,2023-12-04
1661,North,Mouse,Sara,8,192,1536,20,338.2207833182979,2024-07-10
1662,North,Smartphone,Emma,11,243,2673,0,715.4448983208646,2022-10-18
1663,West,Printer,Emma,29,1405,40745,20,11931.097698894266,2020-05-11
1664,South,Laptop,David,4,1369,5476,5,1242.969562054079,2023-11-12
1665,East,Smartphone,Hamza,1,1335,1335,5,506.5030978203587,2020-01-01
1666,West,Monitor,Sara,10,1790,17900,15,2045.4409691395185,2022-11-02
1667,East,Mouse,David,19,1149,21831,5,4504.66509690587,2021-03-23
1668,East,Tablet,Sophia,29,171,4959,0,1317.3176454304112,2021-03-31
1669,West,Monitor,Ali,44,1451,63844,10,10895.3890687543,2021-05-31
1670,South,Mouse,Hamza,7,1543,10801,5,2752.359841433616,2022-10-17
1671,North,Mouse,Sara,43,905,38915,5,6562.311911216133,2022-02-03
1672,North,Printer,Sophia,42,1883,79086,15,18018.27327209993,2021-06-01
1673,North,Laptop,Sophia,33,277,9141,15,1922.5940029722076,2023-08-04
1674,West,Smartphone,John,24,515,12360,20,1406.824226250767,2024-01-25
1675,West,Tablet,Emma,6,1638,9828,5,2139.7904461025564,2020-01-04
1676,West,Printer,Emma,47,1716,80652,15,19158.46183790961,2021-05-18
1677,North,Laptop,Hamza,50,767,38350,20,6776.074841033102,2022-05-27
1678,South,Keyboard,Emma,6,348,2088,10,360.7908028011137,2022-02-22
1679,South,Keyboard,Sara,24,167,4008,5,1043.3468403257123,2023-05-16
1680,North,Tablet,Sara,27,1383,37341,15,3887.1332261736416,2024-11-10
1681,East,Monitor,Emma,13,1970,25610,5,4086.4903909244786,2024-10-14
1682,West,Monitor,Sara,9,673,6057,15,998.0285879726405,2021-10-18
1683,East,Laptop,David,32,324,10368,10,1592.1500511411082,2022-03-25
1684,West,Monitor,Sara,2,1340,2680,10,674.9069020433409,2023-09-03
1685,West,Smartphone,Ali,8,513,4104,10,561.6783767834283,2023-03-15
1686,North,Laptop,John,29,553,16037,5,2700.664157390647,2023-07-14
1687,East,Keyboard,John,41,488,20008,0,7376.523476142453,2023-11-21
1688,West,Tablet,Ali,47,550,25850,5,7864.377327671973,2021-07-24
1689,East,Keyboard,Ali,42,1133,47586,0,10190.544404864548,2020-04-14
1690,West,Tablet,Hamza,1,897,897,5,171.9428703208636,2021-10-07
1691,South,Smartphone,Emma,38,453,17214,5,4901.748097319924,2020-10-25
1692,West,Tablet,Hamza,19,684,12996,15,2152.3246148905187,2024-04-06
1693,West,Laptop,Emma,44,120,5280,15,603.6024503891074,2023-06-20
1694,East,Keyboard,Hamza,26,1087,28262,5,6923.801451904078,2024-06-05
1695,West,Tablet,John,47,860,40420,0,5013.029398199296,2024-07-16
1696,East,Tablet,John,8,839,6712,0,1307.17644826333,2020-04-19
1697,East,Mouse,Hamza,44,600,26400,20,7999.677227997695,2024-01-09
1698,North,Tablet,Emma,29,454,13166,0,4404.9403898844275,2023-07-23
1699,East,Laptop,Sophia,47,1591,74777,20,17669.941095685084,2023-11-17
1700,East,Laptop,John,37,1033,38221,20,8148.048905077082,2023-03-01
1701,East,Monitor,David,33,974,32142,15,6526.703438360184,2023-07-09
1702,West,Printer,John,15,1444,21660,0,4098.70934868831,2022-12-20
1703,South,Smartphone,Sophia,9,1046,9414,10,2499.7839073752475,2024-01-04
1704,East,Monitor,Emma,7,1873,13111,10,4473.4642621912435,2024-01-03
1705,South,Mouse,David,35,397,13895,5,3321.2396067972104,2022-12-01
1706,South,Printer,Sara,12,1159,13908,20,3294.043887452525,2021-02-07
